Dog_Number,Primary_Colour_Code,Secondary_Colour_Code,Age,Animal_Sex,Desexed,Worker,Classification,Microchip_Flag,Total_Complains
41583,LIGHT,LIGHT,11,F,Y,N,0,N,0
4849,DARK,DARK,11,F,Y,N,0,N,0
10461,LIGHT,LIGHT,11,F,N,N,0,N,0
3477,DARK,DARK,11,M,N,N,0,N,0
43783,LIGHT,LIGHT,11,F,Y,N,0,N,0
11853,LIGHT,LIGHT,11,F,Y,N,0,N,0
1522,LIGHT,LIGHT,11,F,Y,N,0,N,0
20153,DARK,DARK,11,M,Y,N,0,N,0
21760,LIGHT,LIGHT,11,M,N,N,0,N,0
21883,DARK,LIGHT,11,F,Y,N,0,N,0
227452,LIGHT,LIGHT,11,M,N,N,0,Y,0
229048,LIGHT,LIGHT,11,M,N,N,0,Y,0
234976,LIGHT,DARK,11,F,N,N,0,Y,0
3464,DARK,DARK,11,F,Y,N,0,N,0
85068,LIGHT,LIGHT,11,F,N,N,0,Y,0
21675,LIGHT,LIGHT,11,M,N,N,0,N,0
2171,DARK,DARK,11,M,N,N,0,N,0
220487,LIGHT,LIGHT,11,F,Y,N,0,Y,0
22303,LIGHT,LIGHT,11,F,Y,N,0,N,0
24005,DARK,DARK,11,M,Y,N,0,N,0
2972,LIGHT,LIGHT,11,M,Y,N,0,N,0
40615,DARK,DARK,11,F,Y,N,0,Y,0
98373,DARK,DARK,11,F,Y,N,0,Y,0
1223,LIGHT,LIGHT,11,M,Y,N,0,N,0
13725,DARK,LIGHT,11,F,Y,N,0,N,0
10045,DARK,LIGHT,11,F,Y,N,0,N,0
13048,DARK,LIGHT,11,M,Y,N,0,N,0
219868,LIGHT,LIGHT,11,M,N,N,0,Y,0
24680,LIGHT,LIGHT,11,M,Y,N,0,N,0
2509,DARK,DARK,11,F,Y,N,0,N,0
2807,LIGHT,LIGHT,11,F,Y,N,0,N,0
42944,DARK,DARK,11,F,N,N,0,N,0
8672,LIGHT,LIGHT,11,F,Y,N,0,N,0
15604,DARK,DARK,11,M,N,N,0,N,0
15838,DARK,DARK,11,M,Y,N,0,N,0
225462,DARK,DARK,11,F,N,N,0,Y,0
29133,LIGHT,LIGHT,11,F,Y,N,0,N,0
4154,DARK,DARK,11,M,N,N,0,N,0
4561,DARK,LIGHT,11,M,N,N,0,N,0
5953,DARK,DARK,11,M,Y,N,0,N,0
611,LIGHT,LIGHT,11,M,Y,N,0,N,0
7157,LIGHT,LIGHT,11,F,Y,N,0,N,0
100602,LIGHT,LIGHT,11,F,N,N,0,Y,0
10297,DARK,LIGHT,11,M,Y,N,0,N,0
139625,LIGHT,LIGHT,11,F,Y,N,0,Y,0
2347,DARK,DARK,11,F,Y,N,0,N,0
237268,LIGHT,LIGHT,11,F,N,N,0,Y,0
28187,DARK,LIGHT,11,F,Y,N,0,Y,0
28411,DARK,DARK,11,F,Y,N,0,N,0
10554,DARK,LIGHT,11,F,Y,N,0,N,0
120219,LIGHT,DARK,11,M,Y,N,0,Y,0
22689,LIGHT,LIGHT,11,M,N,N,0,N,0
43062,DARK,LIGHT,11,M,Y,N,0,N,0
110713,LIGHT,LIGHT,11,F,Y,N,0,Y,0
12432,LIGHT,LIGHT,11,F,Y,N,0,N,0
12824,LIGHT,LIGHT,11,F,Y,N,0,N,0
137209,LIGHT,DARK,11,M,N,N,0,Y,0
143580,LIGHT,LIGHT,11,F,Y,N,0,Y,0
1892,DARK,LIGHT,11,M,N,N,0,N,0
226631,LIGHT,LIGHT,11,M,N,N,0,Y,0
230212,LIGHT,LIGHT,11,F,N,N,0,Y,0
26340,DARK,LIGHT,11,M,Y,N,0,N,0
332,LIGHT,LIGHT,11,M,N,N,0,N,0
8407,DARK,DARK,11,M,Y,N,0,N,0
91816,DARK,DARK,11,F,Y,N,0,N,0
142681,LIGHT,DARK,11,M,Y,N,0,Y,0
5853,LIGHT,LIGHT,11,F,Y,N,0,N,0
6781,LIGHT,LIGHT,11,F,Y,N,0,Y,0
7543,DARK,DARK,11,M,N,N,0,N,0
142381,LIGHT,LIGHT,11,M,Y,N,0,Y,0
145702,DARK,LIGHT,11,M,Y,N,0,Y,0
228414,LIGHT,DARK,11,F,Y,N,0,Y,0
3412,LIGHT,LIGHT,11,M,N,N,0,N,0
4180,LIGHT,LIGHT,11,F,Y,N,0,N,0
100400,LIGHT,DARK,11,F,N,N,0,N,0
120902,DARK,DARK,11,F,Y,N,0,Y,0
223104,LIGHT,LIGHT,11,M,Y,N,0,Y,0
229549,DARK,LIGHT,11,F,N,N,0,Y,0
2367,DARK,DARK,11,F,Y,N,0,N,0
5852,DARK,LIGHT,11,F,Y,N,0,N,0
222284,LIGHT,LIGHT,11,M,Y,N,1,Y,0
42259,DARK,DARK,11,F,Y,N,1,Y,0
12529,LIGHT,LIGHT,12,F,Y,N,0,N,0
1572,DARK,DARK,12,F,Y,N,0,N,0
17686,DARK,LIGHT,12,F,Y,N,0,N,0
18556,LIGHT,LIGHT,12,F,Y,N,0,Y,0
21248,DARK,DARK,12,F,Y,N,0,Y,0
23918,DARK,DARK,12,M,Y,N,0,N,0
24114,LIGHT,LIGHT,12,M,Y,N,0,N,0
15947,DARK,DARK,12,F,Y,N,0,N,0
21535,DARK,DARK,12,F,Y,N,0,N,0
225553,DARK,LIGHT,12,M,Y,N,0,Y,0
23592,LIGHT,LIGHT,12,F,Y,N,0,N,0
27247,LIGHT,LIGHT,12,M,Y,N,0,N,0
3441,DARK,DARK,12,M,N,N,0,N,0
79504,DARK,DARK,12,F,Y,N,0,N,0
9569,LIGHT,LIGHT,12,F,Y,N,0,N,0
221275,LIGHT,LIGHT,12,F,Y,N,0,Y,0
23565,DARK,DARK,12,F,Y,N,0,N,0
24285,DARK,LIGHT,12,M,N,N,0,Y,0
29922,DARK,DARK,12,F,Y,N,0,N,0
3949,DARK,DARK,12,F,Y,N,0,N,0
44681,DARK,LIGHT,12,M,N,N,0,N,0
5044,DARK,DARK,12,M,Y,N,0,N,0
870,LIGHT,LIGHT,12,F,Y,N,0,N,0
10831,LIGHT,LIGHT,12,M,N,N,0,N,0
13027,LIGHT,LIGHT,12,F,N,N,0,N,0
42134,LIGHT,LIGHT,12,F,Y,N,0,N,0
447,DARK,DARK,12,F,Y,N,0,N,0
112331,DARK,DARK,12,M,Y,N,0,N,0
213221,LIGHT,LIGHT,12,M,N,N,0,Y,0
233223,LIGHT,LIGHT,12,M,N,N,0,Y,0
3057,LIGHT,LIGHT,12,M,Y,N,0,N,0
43429,DARK,DARK,12,M,N,N,0,N,0
43491,LIGHT,LIGHT,12,F,Y,N,0,N,0
4594,DARK,DARK,12,M,Y,N,0,N,0
100635,LIGHT,LIGHT,12,M,Y,N,0,N,0
14164,DARK,DARK,12,F,Y,N,0,N,0
24214,DARK,LIGHT,12,F,Y,N,0,N,0
24613,LIGHT,LIGHT,12,M,Y,N,0,N,0
3875,LIGHT,LIGHT,12,M,Y,N,0,N,0
41846,LIGHT,LIGHT,12,F,N,N,0,N,0
42783,LIGHT,LIGHT,12,M,Y,N,0,Y,0
577,DARK,LIGHT,12,F,N,N,0,N,0
7364,LIGHT,LIGHT,12,M,Y,N,0,N,0
10260,DARK,LIGHT,12,M,Y,N,0,N,0
27836,DARK,DARK,12,F,Y,N,0,N,0
40716,LIGHT,LIGHT,12,F,N,N,0,N,0
43673,LIGHT,LIGHT,12,M,Y,N,0,N,0
4685,DARK,DARK,12,M,N,N,0,N,0
975,DARK,LIGHT,12,M,Y,N,0,N,0
10228,DARK,DARK,12,F,Y,N,0,N,0
14331,DARK,DARK,12,F,Y,N,0,N,0
15868,LIGHT,LIGHT,12,F,N,N,0,N,0
16085,DARK,LIGHT,12,M,N,N,0,N,0
227969,LIGHT,LIGHT,12,F,N,N,0,Y,0
23371,LIGHT,LIGHT,12,M,Y,N,0,N,0
27202,LIGHT,LIGHT,12,M,Y,N,0,N,0
10433,LIGHT,LIGHT,12,F,Y,N,0,N,0
11281,LIGHT,LIGHT,12,M,N,N,0,N,0
1158,LIGHT,LIGHT,12,M,Y,N,0,N,0
228475,LIGHT,LIGHT,12,M,N,N,0,Y,0
231785,LIGHT,LIGHT,12,M,Y,N,0,Y,0
237347,LIGHT,LIGHT,12,M,N,N,0,Y,0
24111,DARK,LIGHT,12,M,Y,N,0,N,0
102488,DARK,DARK,12,F,N,N,0,N,0
10710,LIGHT,LIGHT,12,M,N,N,0,N,0
111046,DARK,DARK,12,F,N,N,0,N,0
12454,LIGHT,LIGHT,12,F,Y,N,0,N,0
154,LIGHT,LIGHT,12,F,Y,N,0,N,0
2079,LIGHT,LIGHT,12,F,Y,N,0,N,0
220493,LIGHT,DARK,12,M,N,N,0,Y,0
28852,LIGHT,LIGHT,12,M,Y,N,0,N,0
40203,DARK,DARK,12,M,Y,N,0,N,0
987,DARK,DARK,12,F,Y,N,0,N,0
227696,LIGHT,DARK,12,F,N,N,0,Y,0
28361,DARK,DARK,12,F,Y,N,0,N,0
39427,DARK,DARK,12,F,Y,N,0,N,0
495,LIGHT,LIGHT,12,F,Y,N,0,N,0
107592,DARK,DARK,12,M,Y,N,0,Y,0
119059,LIGHT,LIGHT,12,M,Y,N,0,N,0
14115,LIGHT,LIGHT,12,M,N,N,0,N,0
222637,DARK,LIGHT,12,F,N,N,0,Y,0
2354,DARK,DARK,12,M,Y,N,0,N,0
7799,DARK,DARK,12,F,Y,N,0,N,0
143942,DARK,LIGHT,12,F,Y,N,0,Y,0
152634,LIGHT,LIGHT,12,F,Y,N,0,Y,0
29536,LIGHT,DARK,12,M,Y,N,0,N,0
43033,LIGHT,LIGHT,12,F,Y,N,0,N,0
44844,LIGHT,LIGHT,12,F,Y,N,0,N,0
8743,LIGHT,LIGHT,12,M,Y,N,0,N,0
98440,DARK,LIGHT,12,F,Y,N,0,N,0
12289,LIGHT,LIGHT,12,F,Y,N,0,N,0
19733,LIGHT,LIGHT,12,M,Y,N,0,N,0
211954,DARK,LIGHT,12,M,N,N,0,N,0
25284,LIGHT,LIGHT,12,F,Y,N,0,N,0
40988,DARK,DARK,12,F,N,N,0,N,0
42615,LIGHT,LIGHT,12,M,N,N,0,N,0
4638,DARK,LIGHT,12,M,Y,N,0,N,0
823,DARK,DARK,12,F,Y,N,0,N,0
127105,LIGHT,LIGHT,12,F,Y,N,0,Y,0
15949,DARK,DARK,12,F,Y,N,0,N,0
159719,DARK,DARK,12,F,Y,N,0,Y,0
4862,LIGHT,LIGHT,12,F,Y,N,0,N,0
5473,LIGHT,LIGHT,12,M,Y,N,0,N,0
107832,DARK,DARK,12,F,N,N,0,Y,0
125023,LIGHT,DARK,12,F,Y,N,0,Y,0
17138,DARK,LIGHT,12,F,Y,N,0,N,0
222445,LIGHT,LIGHT,12,M,N,N,0,Y,0
230401,DARK,DARK,12,F,N,N,0,Y,0
26605,LIGHT,LIGHT,12,F,Y,N,0,N,0
42393,LIGHT,LIGHT,12,M,N,N,0,N,0
226381,LIGHT,DARK,12,F,Y,N,0,Y,0
40724,LIGHT,LIGHT,12,M,Y,N,0,N,0
5211,DARK,DARK,12,F,Y,N,0,N,0
7889,LIGHT,LIGHT,12,F,Y,N,0,N,0
11385,LIGHT,LIGHT,12,M,Y,N,0,N,0
1692,LIGHT,LIGHT,12,F,Y,N,0,N,0
30252,LIGHT,LIGHT,12,F,N,N,0,N,0
3914,LIGHT,LIGHT,12,M,N,N,0,N,0
5193,DARK,DARK,12,F,Y,N,0,N,0
83312,DARK,DARK,12,M,N,N,0,Y,0
16141,DARK,LIGHT,12,M,Y,N,0,N,0
1805,DARK,DARK,12,F,Y,N,0,N,0
19409,LIGHT,LIGHT,12,M,Y,N,0,N,0
24387,LIGHT,LIGHT,12,F,Y,N,0,N,0
79979,DARK,DARK,12,F,N,N,0,N,0
16573,DARK,DARK,12,M,Y,N,0,N,0
17755,DARK,DARK,12,F,Y,N,0,N,0
2943,DARK,DARK,12,F,Y,N,0,N,0
4478,LIGHT,LIGHT,12,F,Y,N,0,N,0
4830,DARK,DARK,12,F,Y,N,0,N,0
83794,LIGHT,LIGHT,12,F,N,N,0,N,0
16458,LIGHT,LIGHT,12,M,Y,N,0,N,0
27298,LIGHT,LIGHT,12,M,Y,N,0,N,0
27951,LIGHT,LIGHT,12,M,N,N,0,N,0
3131,LIGHT,LIGHT,12,F,Y,N,0,N,0
39438,LIGHT,LIGHT,12,M,Y,N,0,Y,0
4163,DARK,LIGHT,12,M,Y,N,0,N,0
8576,DARK,LIGHT,12,F,Y,N,0,N,0
90753,LIGHT,LIGHT,12,F,Y,N,0,N,0
1097,LIGHT,LIGHT,12,F,Y,N,0,N,0
18977,DARK,DARK,12,F,Y,N,0,N,0
236180,LIGHT,DARK,12,M,N,N,0,N,0
25108,LIGHT,LIGHT,12,M,Y,N,0,N,0
3316,DARK,DARK,12,M,Y,N,0,N,0
4358,LIGHT,LIGHT,12,M,Y,N,0,N,0
10593,LIGHT,LIGHT,12,M,N,N,0,N,0
111975,LIGHT,DARK,12,M,Y,N,0,N,0
12831,LIGHT,LIGHT,12,M,Y,N,0,N,0
134626,DARK,DARK,12,F,Y,N,0,Y,0
4887,LIGHT,LIGHT,12,M,Y,N,0,N,0
5280,LIGHT,LIGHT,12,F,Y,N,0,N,0
6149,DARK,LIGHT,12,M,N,N,0,N,0
7414,LIGHT,LIGHT,12,F,Y,N,0,N,0
11648,DARK,DARK,12,M,N,N,0,Y,0
1678,DARK,DARK,12,M,Y,N,0,N,0
17630,LIGHT,LIGHT,12,M,Y,N,0,N,0
1775,DARK,LIGHT,12,F,Y,N,0,N,0
219762,DARK,LIGHT,12,M,Y,N,0,Y,0
224903,DARK,DARK,12,M,N,N,0,Y,0
228928,DARK,DARK,12,M,N,N,0,Y,0
18069,LIGHT,LIGHT,12,M,Y,N,0,N,0
42809,DARK,LIGHT,12,M,Y,N,0,N,0
5219,DARK,DARK,12,F,Y,N,0,N,0
85546,LIGHT,LIGHT,12,M,Y,N,0,N,0
137351,DARK,DARK,12,F,N,N,0,Y,0
22705,LIGHT,LIGHT,12,F,Y,N,0,N,0
25230,DARK,LIGHT,12,F,Y,N,0,N,0
28518,DARK,DARK,12,F,Y,N,0,Y,0
28570,LIGHT,LIGHT,12,M,Y,N,0,N,0
78378,LIGHT,LIGHT,12,F,N,N,0,N,0
1089,LIGHT,LIGHT,12,M,Y,N,0,N,0
110838,LIGHT,LIGHT,12,F,Y,N,0,N,0
24044,DARK,LIGHT,12,F,Y,N,0,N,0
25258,DARK,DARK,12,M,N,N,0,N,0
5744,LIGHT,LIGHT,12,M,Y,N,0,N,0
7637,DARK,DARK,12,M,Y,N,0,N,0
10464,DARK,LIGHT,12,F,Y,N,0,N,0
10906,LIGHT,LIGHT,12,M,Y,N,0,N,0
147763,DARK,DARK,12,F,Y,N,0,Y,0
15314,DARK,DARK,12,F,N,N,0,N,0
15569,DARK,DARK,12,F,Y,N,0,N,0
2211,LIGHT,LIGHT,12,M,N,N,0,N,0
228098,DARK,LIGHT,12,F,N,N,0,Y,0
23859,DARK,LIGHT,12,M,Y,N,0,N,0
2561,LIGHT,LIGHT,12,M,Y,N,0,N,0
2882,LIGHT,LIGHT,12,M,N,N,0,N,0
2975,LIGHT,LIGHT,12,M,N,N,0,N,0
4681,DARK,DARK,12,F,Y,N,0,N,0
258,LIGHT,LIGHT,12,F,Y,N,0,N,0
28001,DARK,DARK,12,F,Y,N,0,N,0
29204,DARK,LIGHT,12,M,Y,N,0,Y,0
3449,DARK,DARK,12,F,Y,N,0,N,0
479,DARK,DARK,12,F,Y,N,0,N,0
5346,DARK,LIGHT,12,M,N,N,0,N,0
9156,DARK,LIGHT,12,M,Y,N,0,N,0
237649,DARK,LIGHT,12,F,N,N,0,Y,0
26461,LIGHT,LIGHT,12,F,Y,N,0,N,0
30030,DARK,LIGHT,12,F,Y,N,0,N,0
6469,DARK,DARK,12,M,Y,N,0,N,0
9406,DARK,DARK,12,F,Y,N,0,N,0
10514,LIGHT,LIGHT,12,M,Y,N,0,N,0
10933,DARK,DARK,12,M,Y,N,0,N,0
122867,LIGHT,LIGHT,12,M,Y,N,0,Y,0
24554,LIGHT,LIGHT,12,F,N,N,0,N,0
41397,DARK,LIGHT,12,F,Y,N,0,N,0
5034,DARK,DARK,12,F,N,N,0,N,0
8389,DARK,DARK,12,F,Y,N,0,N,0
86870,LIGHT,LIGHT,12,M,Y,N,0,Y,0
93303,LIGHT,LIGHT,12,M,Y,N,0,Y,0
108398,LIGHT,LIGHT,12,F,Y,N,0,N,0
108475,DARK,DARK,12,F,N,N,0,N,0
12864,DARK,DARK,12,M,Y,N,0,N,0
15910,LIGHT,LIGHT,12,M,N,N,0,N,0
19063,DARK,LIGHT,12,F,Y,N,0,N,0
234289,DARK,LIGHT,12,M,N,N,0,Y,0
235999,LIGHT,LIGHT,12,M,N,N,0,Y,0
27391,DARK,DARK,12,F,N,N,0,N,0
39744,DARK,LIGHT,12,F,Y,N,0,N,0
44437,LIGHT,LIGHT,12,F,N,N,0,N,0
730,DARK,DARK,12,F,Y,N,0,N,0
91653,LIGHT,LIGHT,12,M,Y,N,0,N,0
1070,LIGHT,LIGHT,12,F,Y,N,0,N,0
18293,DARK,DARK,12,M,N,N,0,N,0
24711,LIGHT,LIGHT,12,M,Y,N,0,N,0
28356,DARK,DARK,12,F,Y,N,0,N,0
30609,LIGHT,LIGHT,12,M,Y,N,0,N,0
4587,DARK,DARK,12,F,Y,N,0,N,0
86188,DARK,DARK,12,M,Y,N,0,N,0
8764,LIGHT,LIGHT,12,F,Y,N,0,N,0
9274,DARK,DARK,12,F,Y,N,0,N,0
92922,LIGHT,LIGHT,12,F,Y,N,0,N,0
15475,DARK,DARK,12,F,Y,N,0,N,0
16,LIGHT,LIGHT,12,M,N,N,0,N,0
26368,DARK,DARK,12,F,Y,N,0,N,0
5285,DARK,DARK,12,F,Y,N,0,N,0
644,LIGHT,LIGHT,12,M,Y,N,0,N,0
220603,LIGHT,LIGHT,12,M,N,N,0,Y,0
221916,LIGHT,LIGHT,12,F,N,N,0,Y,0
237671,LIGHT,LIGHT,12,M,N,N,0,N,0
40532,LIGHT,LIGHT,12,M,N,N,0,N,0
8362,DARK,DARK,12,M,Y,N,0,N,0
86852,LIGHT,LIGHT,12,F,Y,N,0,Y,0
933,LIGHT,LIGHT,12,F,Y,N,0,N,0
10291,DARK,DARK,12,M,Y,N,0,N,0
11870,DARK,LIGHT,12,M,N,N,0,N,0
1457,DARK,DARK,12,F,Y,N,0,N,0
1476,DARK,DARK,12,M,Y,N,0,N,0
16211,DARK,DARK,12,M,N,N,0,N,0
22575,DARK,LIGHT,12,M,Y,N,0,N,0
2765,LIGHT,LIGHT,12,F,N,N,0,N,0
1004,DARK,DARK,12,M,N,N,0,N,0
135426,DARK,LIGHT,12,M,Y,N,0,Y,0
2403,DARK,LIGHT,12,F,Y,N,0,N,0
26510,DARK,DARK,12,F,Y,N,0,N,0
27281,DARK,DARK,12,F,Y,N,0,N,0
27881,LIGHT,LIGHT,12,M,Y,N,0,N,0
82555,LIGHT,LIGHT,12,M,Y,N,0,N,0
98883,LIGHT,LIGHT,12,M,N,N,0,N,0
15125,DARK,DARK,12,F,Y,N,0,N,0
1841,LIGHT,LIGHT,12,M,N,N,0,N,0
26578,DARK,DARK,12,F,Y,N,0,N,0
2954,LIGHT,LIGHT,12,M,Y,N,0,N,0
40477,LIGHT,DARK,12,F,Y,N,0,N,0
42199,LIGHT,LIGHT,12,F,Y,N,0,N,0
5135,LIGHT,LIGHT,12,F,N,N,0,N,0
7386,DARK,DARK,12,F,Y,N,0,N,0
10961,DARK,DARK,12,M,Y,N,0,N,0
113722,LIGHT,LIGHT,12,M,N,N,0,N,0
24115,LIGHT,LIGHT,12,F,Y,N,0,N,0
3821,DARK,DARK,12,F,Y,N,0,N,0
4607,LIGHT,LIGHT,12,F,Y,N,0,N,0
629,DARK,DARK,12,F,Y,N,0,N,0
7138,LIGHT,LIGHT,12,F,Y,N,0,N,0
20552,DARK,DARK,12,F,Y,N,0,N,0
230186,DARK,DARK,12,M,N,N,0,N,0
27571,DARK,DARK,12,F,Y,N,0,N,0
3003,DARK,DARK,12,M,Y,N,0,N,0
44745,DARK,DARK,12,F,N,N,0,N,0
6745,DARK,DARK,12,M,Y,N,0,N,0
892,DARK,DARK,12,F,N,N,0,N,0
14271,DARK,DARK,12,M,N,N,0,N,0
203789,DARK,LIGHT,12,M,Y,N,0,Y,0
2823,DARK,DARK,12,F,Y,N,0,N,0
6351,DARK,LIGHT,12,M,Y,N,0,N,0
824,DARK,DARK,12,M,N,N,0,N,0
8574,DARK,DARK,12,M,Y,N,0,N,0
8872,LIGHT,LIGHT,12,F,N,N,0,N,0
10229,LIGHT,LIGHT,12,F,Y,N,0,N,0
119002,LIGHT,LIGHT,12,F,Y,N,0,Y,0
13968,LIGHT,LIGHT,12,M,Y,N,0,N,0
22232,LIGHT,LIGHT,12,F,Y,N,0,N,0
40993,LIGHT,LIGHT,12,F,Y,N,0,N,0
6591,LIGHT,LIGHT,12,F,Y,N,0,N,0
11805,LIGHT,LIGHT,12,M,Y,N,0,N,0
177752,DARK,DARK,12,M,N,N,0,Y,0
30970,DARK,LIGHT,12,M,Y,N,0,N,0
3328,DARK,DARK,12,F,Y,N,0,N,0
93302,DARK,DARK,12,F,Y,N,0,Y,0
9497,LIGHT,LIGHT,12,F,Y,N,0,N,0
9561,LIGHT,LIGHT,12,M,Y,N,0,N,0
98557,LIGHT,LIGHT,12,F,Y,N,0,N,0
103365,DARK,DARK,12,M,Y,N,0,Y,0
114978,DARK,DARK,12,M,Y,N,0,N,0
234837,LIGHT,LIGHT,12,F,N,N,0,Y,0
23938,LIGHT,LIGHT,12,F,Y,N,0,N,0
24307,DARK,DARK,12,F,Y,N,0,N,0
30627,DARK,LIGHT,12,F,Y,N,0,N,0
3772,LIGHT,LIGHT,12,F,N,N,0,N,0
40015,LIGHT,LIGHT,12,F,Y,N,0,N,0
80099,DARK,DARK,12,F,Y,N,0,Y,0
17770,DARK,DARK,12,F,Y,N,0,N,0
19664,LIGHT,LIGHT,12,M,Y,N,0,N,0
23555,DARK,DARK,12,M,Y,N,0,N,0
284,LIGHT,LIGHT,12,F,Y,N,0,N,0
3044,LIGHT,LIGHT,12,M,Y,N,0,N,0
81785,DARK,LIGHT,12,F,N,N,0,N,0
11285,LIGHT,LIGHT,12,F,Y,N,0,N,0
17737,DARK,DARK,12,F,Y,N,0,N,0
212554,LIGHT,LIGHT,12,M,N,N,0,Y,0
214123,LIGHT,LIGHT,12,M,Y,N,0,Y,0
9624,DARK,LIGHT,12,M,N,N,0,N,0
11469,LIGHT,LIGHT,12,M,Y,N,0,N,0
20544,LIGHT,LIGHT,12,F,Y,N,0,N,0
216117,DARK,LIGHT,12,M,N,N,0,Y,0
221983,DARK,LIGHT,12,F,N,N,0,Y,0
227907,LIGHT,LIGHT,12,M,N,N,0,Y,0
26359,DARK,DARK,12,F,Y,N,0,N,0
3618,LIGHT,LIGHT,12,F,Y,N,0,N,0
4399,LIGHT,LIGHT,12,F,N,N,0,N,0
7764,DARK,DARK,12,F,Y,N,0,N,0
9720,DARK,DARK,12,F,Y,N,0,N,0
128131,LIGHT,DARK,12,F,N,N,0,Y,0
179930,DARK,LIGHT,12,F,Y,N,0,Y,0
222636,DARK,LIGHT,12,M,N,N,0,Y,0
4575,DARK,DARK,12,M,N,N,0,N,0
10773,LIGHT,LIGHT,12,M,Y,N,0,N,0
12497,LIGHT,LIGHT,12,M,N,N,0,N,0
12904,LIGHT,LIGHT,12,F,Y,N,0,N,0
19500,DARK,DARK,12,F,Y,N,0,N,0
2866,DARK,DARK,12,F,N,N,0,N,0
29839,DARK,DARK,12,M,Y,N,0,N,0
3600,LIGHT,LIGHT,12,F,N,N,0,N,0
1782,DARK,DARK,12,F,Y,N,0,N,0
20453,DARK,LIGHT,12,M,Y,N,0,N,0
20962,LIGHT,LIGHT,12,F,Y,N,0,N,0
221279,DARK,DARK,12,M,Y,N,0,Y,0
30515,DARK,DARK,12,F,Y,N,0,N,0
4071,DARK,DARK,12,M,N,N,0,Y,0
41403,DARK,LIGHT,12,M,Y,N,0,N,0
4237,DARK,DARK,12,F,Y,N,0,N,0
5755,DARK,LIGHT,12,M,N,N,0,N,0
7182,LIGHT,LIGHT,12,F,Y,N,0,N,0
7400,DARK,DARK,12,F,Y,N,0,N,0
7890,DARK,DARK,12,M,Y,N,0,N,0
83672,LIGHT,LIGHT,12,F,Y,N,0,Y,0
101257,LIGHT,LIGHT,12,M,Y,N,0,N,0
10592,LIGHT,LIGHT,12,F,Y,N,0,N,0
106464,LIGHT,LIGHT,12,M,Y,N,0,N,0
1106,LIGHT,LIGHT,12,F,Y,N,0,N,0
221094,DARK,DARK,12,M,N,N,0,Y,0
221095,LIGHT,LIGHT,12,M,Y,N,0,Y,0
22270,DARK,DARK,12,M,Y,N,0,N,0
233171,LIGHT,DARK,12,F,Y,N,0,Y,0
1254,DARK,DARK,12,M,N,N,0,N,0
41005,DARK,LIGHT,12,M,Y,N,0,N,0
44919,LIGHT,LIGHT,12,F,Y,N,0,N,0
4954,LIGHT,LIGHT,12,F,Y,N,0,N,0
6200,DARK,DARK,12,F,Y,N,0,N,0
9288,LIGHT,LIGHT,12,F,Y,N,0,N,0
12611,DARK,DARK,12,F,Y,N,0,N,0
20135,DARK,DARK,12,M,Y,N,0,N,0
2251,DARK,DARK,12,M,Y,N,0,N,0
234693,LIGHT,LIGHT,12,M,N,N,0,Y,0
3125,LIGHT,LIGHT,12,M,Y,N,0,N,0
5030,DARK,DARK,12,M,N,N,0,N,0
19347,DARK,DARK,12,F,Y,N,0,N,0
20152,LIGHT,LIGHT,12,M,Y,N,0,N,0
222840,LIGHT,LIGHT,12,F,N,N,0,Y,0
29104,DARK,DARK,12,F,Y,N,0,N,0
30128,DARK,DARK,12,M,Y,Y,0,N,0
5120,LIGHT,LIGHT,12,M,N,N,0,N,0
131104,DARK,LIGHT,12,M,Y,N,0,Y,0
206,LIGHT,LIGHT,12,M,Y,N,0,N,0
223139,LIGHT,LIGHT,12,M,Y,N,0,Y,0
146462,DARK,LIGHT,12,M,N,N,0,Y,0
25005,DARK,DARK,12,F,Y,N,0,N,0
44109,LIGHT,LIGHT,12,F,Y,N,0,N,0
108630,LIGHT,LIGHT,12,F,N,N,0,N,0
196133,DARK,LIGHT,12,F,Y,N,0,Y,0
211390,LIGHT,LIGHT,12,F,Y,N,0,Y,0
28476,LIGHT,LIGHT,12,M,Y,N,0,N,0
5028,DARK,DARK,12,M,N,N,0,N,0
11709,LIGHT,LIGHT,12,F,Y,N,0,N,0
1812,LIGHT,LIGHT,12,F,Y,N,0,N,0
24532,LIGHT,LIGHT,12,F,Y,N,0,N,0
17795,DARK,DARK,12,F,Y,N,0,N,0
2308,LIGHT,LIGHT,12,F,Y,N,0,N,0
235084,DARK,DARK,12,M,Y,N,0,Y,0
3482,DARK,DARK,12,M,N,N,0,N,0
7268,LIGHT,LIGHT,12,F,N,N,0,N,0
11901,DARK,DARK,12,F,Y,N,0,N,0
14156,DARK,DARK,12,F,Y,N,0,N,0
1550,LIGHT,LIGHT,12,F,Y,N,0,N,0
2751,LIGHT,LIGHT,12,F,Y,N,0,N,0
27667,DARK,DARK,12,M,Y,N,0,N,0
2957,LIGHT,LIGHT,12,F,Y,N,0,N,0
10499,DARK,DARK,12,F,N,N,0,N,0
166,LIGHT,LIGHT,12,M,N,N,0,N,0
4037,LIGHT,LIGHT,12,F,Y,N,0,N,0
4644,DARK,DARK,12,F,Y,N,0,N,0
7045,DARK,LIGHT,12,F,Y,N,0,N,0
11204,LIGHT,LIGHT,12,F,N,N,0,N,0
133227,DARK,DARK,12,F,Y,N,0,Y,0
