Dog_Number,Primary_Colour_Code,Secondary_Colour_Code,Age,Animal_Sex,Desexed,Worker,Classification,Microchip_Flag,Total_Complains
227326,DARK,LIGHT,3,F,N,N,0,Y,0
227807,LIGHT,LIGHT,3,F,N,N,0,Y,0
229459,DARK,LIGHT,3,M,N,N,0,Y,0
230033,LIGHT,LIGHT,3,M,Y,N,0,Y,0
234870,LIGHT,LIGHT,3,F,N,N,0,Y,0
234888,LIGHT,LIGHT,3,M,N,N,0,Y,0
236938,DARK,LIGHT,3,M,Y,N,0,Y,0
29874,DARK,DARK,3,M,N,N,0,N,0
43885,LIGHT,LIGHT,3,F,N,N,0,N,0
607,LIGHT,LIGHT,3,M,N,N,0,N,0
6494,DARK,DARK,3,M,N,N,0,N,0
6764,DARK,DARK,3,M,N,N,0,N,0
12547,LIGHT,LIGHT,3,M,N,N,0,N,0
223368,LIGHT,LIGHT,3,F,N,N,0,Y,0
226799,DARK,LIGHT,3,F,N,N,0,Y,0
227308,LIGHT,LIGHT,3,M,N,N,0,Y,0
229118,LIGHT,LIGHT,3,F,N,N,0,Y,0
23018,DARK,LIGHT,3,F,N,N,0,N,0
23840,LIGHT,LIGHT,3,F,Y,N,0,N,0
6250,LIGHT,LIGHT,3,M,N,N,0,N,0
7231,LIGHT,LIGHT,3,F,N,N,0,N,0
7951,DARK,DARK,3,M,N,N,0,N,0
9749,DARK,DARK,3,M,N,N,0,N,0
11101,DARK,DARK,3,M,N,N,0,N,0
14332,LIGHT,LIGHT,3,M,N,N,0,N,0
16033,LIGHT,LIGHT,3,M,N,N,0,N,0
18460,LIGHT,LIGHT,3,M,N,N,0,N,0
228438,DARK,DARK,3,M,N,N,0,Y,0
231100,DARK,DARK,3,M,Y,N,0,Y,0
237077,DARK,DARK,3,M,Y,N,0,Y,0
24645,LIGHT,LIGHT,3,M,N,N,0,N,0
30283,LIGHT,LIGHT,3,F,Y,N,0,N,0
45424,DARK,DARK,3,M,N,N,0,N,0
6878,DARK,DARK,3,M,N,N,0,N,0
6997,DARK,DARK,3,M,N,N,0,N,0
90317,DARK,DARK,3,M,Y,N,0,Y,0
117811,LIGHT,LIGHT,3,M,Y,N,0,N,0
16791,LIGHT,LIGHT,3,F,Y,N,0,N,0
221379,DARK,DARK,3,M,N,N,0,Y,0
221416,DARK,DARK,3,M,N,N,0,Y,0
226233,DARK,LIGHT,3,M,N,N,0,Y,0
229712,DARK,DARK,3,F,N,N,0,Y,0
234660,DARK,LIGHT,3,M,N,N,0,Y,0
41466,DARK,DARK,3,M,N,N,0,N,0
4673,LIGHT,LIGHT,3,F,N,N,0,N,0
6822,DARK,DARK,3,M,N,N,0,N,0
8030,DARK,LIGHT,3,M,N,N,0,N,0
95102,LIGHT,LIGHT,3,F,N,N,0,N,0
10123,DARK,DARK,3,M,N,N,0,N,0
13319,DARK,DARK,3,M,N,N,0,N,0
198720,LIGHT,LIGHT,3,M,N,N,0,Y,0
226066,LIGHT,LIGHT,3,F,Y,N,0,Y,0
228217,DARK,DARK,3,F,N,N,0,Y,0
228350,LIGHT,LIGHT,3,M,Y,N,0,Y,0
229344,DARK,LIGHT,3,M,N,N,0,Y,0
237176,DARK,DARK,3,M,N,N,0,N,0
237841,DARK,DARK,3,F,Y,N,0,Y,0
5825,DARK,DARK,3,M,N,N,0,N,0
6830,LIGHT,LIGHT,3,F,N,N,0,N,0
7105,DARK,DARK,3,M,N,N,0,Y,0
100295,DARK,DARK,3,M,Y,N,0,N,0
12892,DARK,DARK,3,M,N,N,0,N,0
21811,DARK,LIGHT,3,M,N,N,0,N,0
22401,LIGHT,LIGHT,3,M,Y,N,0,N,0
226808,DARK,LIGHT,3,F,Y,N,0,Y,0
227682,LIGHT,LIGHT,3,F,N,N,0,Y,0
228080,DARK,DARK,3,M,N,N,0,Y,0
228736,LIGHT,LIGHT,3,M,Y,N,0,Y,0
230480,DARK,DARK,3,F,N,N,0,Y,0
237072,DARK,LIGHT,3,M,N,N,0,N,0
6241,DARK,DARK,3,M,Y,N,0,N,0
83952,LIGHT,LIGHT,3,M,N,N,0,N,0
109060,LIGHT,LIGHT,3,F,Y,N,0,N,0
11027,LIGHT,LIGHT,3,M,N,N,0,N,0
118623,LIGHT,DARK,3,M,Y,N,0,N,0
12939,DARK,LIGHT,3,F,N,N,0,N,0
212567,DARK,LIGHT,3,F,Y,N,0,Y,0
219133,DARK,DARK,3,F,N,N,0,N,0
227710,LIGHT,LIGHT,3,M,Y,N,0,Y,0
227849,LIGHT,LIGHT,3,M,N,N,0,Y,0
227947,DARK,DARK,3,M,N,N,0,Y,0
230346,DARK,LIGHT,3,M,N,N,0,Y,0
232111,LIGHT,LIGHT,3,M,N,N,0,Y,0
237481,LIGHT,DARK,3,M,N,N,0,N,0
39891,LIGHT,LIGHT,3,M,N,N,0,N,0
42882,DARK,DARK,3,F,Y,N,0,N,0
43383,DARK,DARK,3,M,Y,N,0,N,0
6398,DARK,DARK,3,F,N,N,0,N,0
6669,DARK,DARK,3,F,Y,N,0,N,0
7278,DARK,DARK,3,M,N,N,0,N,0
9039,DARK,LIGHT,3,F,N,N,0,N,0
121258,LIGHT,DARK,3,M,Y,N,0,Y,0
13130,DARK,DARK,3,F,N,N,0,N,0
188844,DARK,LIGHT,3,F,Y,N,0,Y,0
222848,DARK,LIGHT,3,F,N,N,0,N,0
225310,DARK,DARK,3,F,N,N,0,Y,0
227573,DARK,DARK,3,M,N,N,0,Y,0
227609,LIGHT,LIGHT,3,M,N,N,0,Y,0
228567,LIGHT,LIGHT,3,F,Y,N,0,Y,0
229617,LIGHT,LIGHT,3,M,N,N,0,Y,0
229735,LIGHT,LIGHT,3,M,N,N,0,Y,0
230779,LIGHT,LIGHT,3,M,N,N,0,Y,0
232029,DARK,DARK,3,M,N,N,0,Y,0
232565,DARK,DARK,3,M,N,N,0,Y,0
233778,LIGHT,LIGHT,3,M,N,N,0,Y,0
5500,DARK,DARK,3,M,Y,N,0,N,0
6097,LIGHT,LIGHT,3,M,N,N,0,N,0
7196,DARK,DARK,3,M,N,N,0,N,0
7907,LIGHT,LIGHT,3,F,N,N,0,N,0
102187,DARK,DARK,3,M,N,N,0,N,0
10882,DARK,DARK,3,F,Y,N,0,N,0
12476,DARK,DARK,3,F,Y,N,0,N,0
12972,DARK,DARK,3,F,N,N,0,N,0
13540,DARK,LIGHT,3,F,N,N,0,N,0
14240,LIGHT,LIGHT,3,M,N,N,0,N,0
228894,LIGHT,DARK,3,M,N,N,0,Y,0
229267,LIGHT,LIGHT,3,F,N,N,0,Y,0
229581,LIGHT,LIGHT,3,M,N,N,0,Y,0
41797,DARK,DARK,3,M,N,N,0,N,0
7024,LIGHT,LIGHT,3,M,N,N,0,N,0
10273,DARK,DARK,3,F,N,N,0,N,0
13515,LIGHT,LIGHT,3,F,N,N,0,N,0
227669,LIGHT,LIGHT,3,F,N,N,0,Y,0
229789,LIGHT,DARK,3,F,N,N,0,Y,0
26893,LIGHT,LIGHT,3,F,N,N,0,N,0
30934,DARK,DARK,3,F,N,N,0,Y,0
44581,DARK,DARK,3,F,Y,N,0,N,0
7548,DARK,DARK,3,M,Y,N,0,N,0
12895,LIGHT,LIGHT,3,F,Y,N,0,N,0
16595,DARK,DARK,3,F,N,N,0,N,0
17747,DARK,DARK,3,M,N,N,0,N,0
219946,LIGHT,LIGHT,3,F,N,N,0,Y,0
22067,LIGHT,LIGHT,3,M,N,N,0,N,0
222209,DARK,LIGHT,3,F,N,N,0,Y,0
227727,DARK,DARK,3,F,N,N,0,Y,0
229045,DARK,DARK,3,M,Y,N,0,Y,0
2292,DARK,DARK,3,M,N,N,0,N,0
231274,LIGHT,LIGHT,3,M,N,N,0,N,0
26001,LIGHT,LIGHT,3,M,N,N,0,N,0
44588,LIGHT,LIGHT,3,M,N,N,0,N,0
5337,DARK,DARK,3,M,N,N,0,N,0
5481,LIGHT,LIGHT,3,M,N,N,0,N,0
5489,DARK,DARK,3,F,N,N,0,N,0
6256,LIGHT,LIGHT,3,F,N,N,0,N,0
7467,LIGHT,LIGHT,3,M,Y,N,0,N,0
9062,LIGHT,LIGHT,3,M,N,N,0,N,0
148343,DARK,DARK,3,F,N,N,0,N,0
160785,DARK,DARK,3,M,N,N,0,Y,0
204916,LIGHT,DARK,3,F,N,N,0,Y,0
227061,LIGHT,LIGHT,3,F,N,N,0,Y,0
228026,DARK,DARK,3,M,N,N,0,Y,0
228962,DARK,LIGHT,3,M,N,N,0,Y,0
230777,LIGHT,LIGHT,3,M,Y,N,0,Y,0
43043,DARK,LIGHT,3,M,Y,N,0,N,0
45242,LIGHT,LIGHT,3,F,N,N,0,N,0
7384,LIGHT,LIGHT,3,F,Y,N,0,N,0
91873,DARK,DARK,3,M,Y,N,0,N,0
18262,LIGHT,LIGHT,3,F,N,N,0,N,0
227784,LIGHT,LIGHT,3,M,N,N,0,Y,0
228104,LIGHT,LIGHT,3,M,N,N,0,Y,0
228778,DARK,DARK,3,F,N,N,0,Y,0
236548,LIGHT,LIGHT,3,M,Y,N,0,Y,0
4027,LIGHT,LIGHT,3,M,N,N,0,N,0
41894,LIGHT,LIGHT,3,M,Y,N,0,N,0
7703,DARK,DARK,3,M,N,N,0,N,0
78454,LIGHT,DARK,3,M,N,N,0,N,0
9798,DARK,LIGHT,3,F,Y,N,0,N,0
10367,DARK,DARK,3,F,N,N,0,N,0
10822,DARK,DARK,3,F,Y,N,0,N,0
109037,DARK,LIGHT,3,M,Y,N,0,N,0
13278,DARK,DARK,3,M,Y,N,0,N,0
13832,DARK,DARK,3,M,N,N,0,N,0
172086,LIGHT,DARK,3,F,Y,N,0,Y,0
20123,DARK,DARK,3,F,Y,N,0,N,0
224600,DARK,LIGHT,3,F,N,N,0,Y,0
229539,LIGHT,LIGHT,3,M,N,N,0,Y,0
231494,DARK,DARK,3,M,N,N,0,Y,0
6686,LIGHT,LIGHT,3,M,N,N,0,N,0
7842,DARK,DARK,3,M,N,N,0,N,0
7959,LIGHT,LIGHT,3,F,N,N,0,N,0
8049,DARK,DARK,3,F,N,N,0,N,0
91733,DARK,LIGHT,3,F,Y,N,0,N,0
16299,LIGHT,LIGHT,3,F,N,N,0,N,0
193704,LIGHT,LIGHT,3,F,Y,N,0,Y,0
207858,DARK,LIGHT,3,F,N,N,0,Y,0
211350,LIGHT,DARK,3,F,Y,N,0,Y,0
214821,LIGHT,DARK,3,M,N,N,0,Y,0
230075,DARK,LIGHT,3,F,Y,N,0,Y,0
230311,DARK,LIGHT,3,F,Y,N,0,Y,0
41613,LIGHT,LIGHT,3,M,N,N,0,N,0
44510,LIGHT,LIGHT,3,M,Y,N,0,N,0
44918,DARK,DARK,3,F,Y,N,0,N,0
6105,DARK,DARK,3,M,N,N,0,N,0
9809,DARK,DARK,3,F,Y,N,0,N,0
17269,DARK,LIGHT,3,M,N,N,0,N,0
17335,DARK,DARK,3,F,N,N,0,N,0
18680,DARK,DARK,3,M,N,N,0,N,0
225736,DARK,LIGHT,3,M,N,N,0,Y,0
228500,DARK,LIGHT,3,F,N,N,0,Y,0
5946,DARK,LIGHT,3,M,N,N,0,N,0
6676,DARK,DARK,3,F,N,N,0,N,0
9276,LIGHT,LIGHT,3,M,N,N,0,N,0
13193,LIGHT,LIGHT,3,F,Y,N,0,N,0
148806,LIGHT,LIGHT,3,F,Y,N,0,Y,0
221685,DARK,DARK,3,M,N,N,0,Y,0
224579,LIGHT,DARK,3,M,Y,N,0,Y,0
227613,DARK,DARK,3,M,N,N,0,Y,0
229024,DARK,DARK,3,M,N,N,0,Y,0
230176,LIGHT,LIGHT,3,M,Y,N,0,Y,0
234118,DARK,DARK,3,M,Y,N,0,Y,0
29949,DARK,LIGHT,3,M,Y,N,0,N,0
42302,DARK,LIGHT,3,M,Y,N,0,N,0
43416,DARK,DARK,3,M,Y,N,0,Y,0
44943,LIGHT,LIGHT,3,F,Y,N,0,N,0
6009,LIGHT,LIGHT,3,M,N,N,0,N,0
83652,DARK,LIGHT,3,F,Y,N,0,N,0
87594,DARK,DARK,3,F,Y,N,0,N,0
9333,DARK,DARK,3,F,N,N,0,N,0
225627,LIGHT,LIGHT,3,M,N,N,0,Y,0
227434,LIGHT,LIGHT,3,F,N,N,0,Y,0
230306,LIGHT,LIGHT,3,M,Y,N,0,Y,0
232350,DARK,DARK,3,F,N,N,0,Y,0
40600,LIGHT,LIGHT,3,F,N,N,0,N,0
42012,DARK,DARK,3,F,N,N,0,Y,0
43193,LIGHT,LIGHT,3,F,N,N,0,N,0
5994,DARK,DARK,3,M,Y,N,0,N,0
7631,LIGHT,LIGHT,3,F,N,N,0,N,0
7686,DARK,DARK,3,F,N,N,0,N,0
11369,DARK,DARK,3,F,N,N,0,N,0
16125,DARK,DARK,3,M,N,N,0,N,0
197677,DARK,LIGHT,3,F,Y,N,0,Y,0
230545,DARK,DARK,3,M,N,N,0,Y,0
42947,DARK,DARK,3,F,Y,N,0,Y,0
5389,DARK,DARK,3,F,N,N,0,N,0
140458,DARK,DARK,3,M,Y,N,0,Y,0
1719,DARK,DARK,3,M,N,N,0,N,0
176489,DARK,LIGHT,3,F,Y,N,0,Y,0
205077,LIGHT,LIGHT,3,M,Y,N,0,Y,0
228769,DARK,DARK,3,M,N,N,0,Y,0
228911,DARK,LIGHT,3,F,Y,N,0,Y,0
229261,DARK,DARK,3,F,N,N,0,Y,0
229938,LIGHT,DARK,3,F,N,N,0,Y,0
230381,LIGHT,LIGHT,3,F,N,N,0,Y,0
237375,LIGHT,LIGHT,3,F,N,N,0,N,0
43219,LIGHT,LIGHT,3,M,N,N,0,N,0
5371,DARK,DARK,3,M,N,N,0,N,0
6553,DARK,DARK,3,M,N,N,0,N,0
7536,DARK,DARK,3,F,N,N,0,N,0
79153,DARK,DARK,3,M,Y,N,0,N,0
84385,DARK,DARK,3,F,N,N,0,N,0
8506,LIGHT,LIGHT,3,M,Y,N,0,N,0
13718,DARK,DARK,3,F,N,N,0,Y,0
169727,LIGHT,LIGHT,3,F,N,N,0,N,0
203242,LIGHT,LIGHT,3,F,Y,N,0,Y,0
225286,DARK,DARK,3,M,Y,N,0,Y,0
229562,DARK,DARK,3,F,Y,N,0,Y,0
237712,LIGHT,LIGHT,3,F,N,N,0,Y,0
28955,DARK,DARK,3,F,Y,N,0,N,0
29043,DARK,DARK,3,M,N,N,0,N,0
41477,LIGHT,LIGHT,3,F,Y,N,0,N,0
41568,DARK,DARK,3,M,N,N,0,N,0
7039,DARK,DARK,3,F,N,N,0,N,0
7216,DARK,DARK,3,M,N,N,0,N,0
104666,DARK,LIGHT,3,M,Y,N,0,Y,0
106767,DARK,DARK,3,M,Y,N,0,Y,0
13047,LIGHT,LIGHT,3,F,Y,N,0,Y,0
15925,LIGHT,LIGHT,3,M,Y,N,0,N,0
193407,LIGHT,DARK,3,M,Y,N,0,Y,0
221310,LIGHT,DARK,3,M,N,N,0,Y,0
230116,LIGHT,LIGHT,3,F,Y,N,0,Y,0
234483,LIGHT,LIGHT,3,M,N,N,0,Y,0
44879,DARK,DARK,3,F,Y,N,0,N,0
5826,DARK,DARK,3,M,N,N,0,N,0
8219,DARK,DARK,3,F,Y,N,0,N,0
8249,DARK,DARK,3,M,N,N,0,N,0
139641,LIGHT,LIGHT,3,F,N,N,0,Y,0
15707,DARK,DARK,3,F,Y,N,0,N,0
16091,LIGHT,LIGHT,3,F,Y,N,0,N,0
205755,LIGHT,LIGHT,3,F,N,N,0,Y,0
227795,LIGHT,LIGHT,3,F,N,N,0,Y,0
228757,LIGHT,LIGHT,3,M,N,N,0,Y,0
237308,LIGHT,DARK,3,M,N,N,0,Y,0
3357,LIGHT,LIGHT,3,M,Y,N,0,N,0
5016,DARK,DARK,3,F,N,N,0,N,0
6063,DARK,DARK,3,F,Y,N,0,N,0
6998,LIGHT,LIGHT,3,F,N,N,0,N,0
7527,DARK,DARK,3,M,N,N,0,N,0
8130,LIGHT,LIGHT,3,F,N,N,0,N,0
8861,DARK,DARK,3,F,Y,N,0,N,0
91095,DARK,LIGHT,3,M,N,N,0,N,0
9909,DARK,DARK,3,F,Y,N,0,N,0
10186,DARK,DARK,3,M,N,N,0,N,0
102305,DARK,LIGHT,3,F,Y,N,0,N,0
17042,DARK,DARK,3,F,N,N,0,N,0
18952,LIGHT,LIGHT,3,F,N,N,0,N,0
223128,LIGHT,LIGHT,3,M,Y,N,0,Y,0
229603,LIGHT,LIGHT,3,F,Y,N,0,Y,0
229726,LIGHT,DARK,3,M,N,N,0,Y,0
230475,DARK,LIGHT,3,M,N,N,0,Y,0
230491,LIGHT,LIGHT,3,M,N,N,0,Y,0
236954,DARK,DARK,3,F,N,N,0,N,0
2429,DARK,DARK,3,F,N,N,0,N,0
5504,DARK,DARK,3,M,N,N,0,N,0
6535,LIGHT,LIGHT,3,M,N,N,0,N,0
7719,DARK,DARK,3,M,N,N,0,N,0
15547,LIGHT,LIGHT,3,F,Y,N,0,N,0
17821,LIGHT,LIGHT,3,M,N,N,0,N,0
227405,LIGHT,LIGHT,3,M,N,N,0,Y,0
227767,LIGHT,LIGHT,3,M,N,N,0,Y,0
228799,LIGHT,LIGHT,3,F,N,N,0,Y,0
28085,DARK,DARK,3,M,Y,N,0,N,0
44915,DARK,DARK,3,M,Y,N,0,N,0
4795,DARK,DARK,3,F,Y,N,0,N,0
6767,LIGHT,LIGHT,3,M,N,N,0,N,0
7724,DARK,DARK,3,M,N,N,0,N,0
14665,DARK,LIGHT,3,M,N,N,0,N,0
16065,DARK,DARK,3,F,N,N,0,N,0
190225,LIGHT,LIGHT,3,F,N,N,0,Y,0
19538,DARK,DARK,3,F,Y,N,0,N,0
207531,LIGHT,DARK,3,M,Y,N,0,Y,0
223020,LIGHT,LIGHT,3,F,Y,N,0,Y,0
223957,LIGHT,DARK,3,M,N,N,0,Y,0
230067,DARK,LIGHT,3,F,N,N,0,Y,0
230699,DARK,LIGHT,3,F,Y,N,0,Y,0
237628,LIGHT,DARK,3,F,N,N,0,Y,0
26908,DARK,LIGHT,3,F,N,N,0,N,0
4906,DARK,DARK,3,F,N,N,0,N,0
5259,DARK,DARK,3,F,N,N,0,N,0
7472,DARK,DARK,3,F,N,N,0,N,0
7773,LIGHT,LIGHT,3,M,N,N,0,N,0
134866,DARK,DARK,3,M,N,N,0,N,0
136948,LIGHT,LIGHT,3,F,N,N,0,Y,0
198513,DARK,DARK,3,M,Y,N,0,Y,0
2194,LIGHT,LIGHT,3,M,N,N,0,N,0
227626,DARK,LIGHT,3,M,Y,N,0,Y,0
227639,LIGHT,LIGHT,3,F,N,N,0,Y,0
229016,DARK,DARK,3,F,N,N,0,Y,0
230009,LIGHT,LIGHT,3,F,Y,N,0,Y,0
26897,DARK,LIGHT,3,M,Y,N,0,Y,0
2961,LIGHT,LIGHT,3,F,N,N,0,N,0
43969,DARK,LIGHT,3,M,N,N,0,N,0
44711,DARK,DARK,3,F,N,N,0,N,0
44969,DARK,DARK,3,F,Y,N,0,N,0
7103,DARK,DARK,3,F,Y,N,0,N,0
92317,DARK,LIGHT,3,F,N,N,0,N,0
9994,LIGHT,LIGHT,3,F,N,N,0,N,0
108661,DARK,LIGHT,3,M,N,N,0,N,0
11535,DARK,DARK,3,M,N,N,0,N,0
18122,DARK,DARK,3,F,N,N,0,N,0
196669,DARK,LIGHT,3,F,N,N,0,Y,0
221712,DARK,DARK,3,F,N,N,0,N,0
229094,DARK,LIGHT,3,M,N,N,0,Y,0
235116,LIGHT,LIGHT,3,M,N,N,0,Y,0
6205,DARK,DARK,3,M,N,N,0,N,0
7029,LIGHT,LIGHT,3,M,Y,N,0,N,0
7128,DARK,DARK,3,M,N,N,0,N,0
8054,DARK,LIGHT,3,F,Y,N,0,N,0
8127,DARK,DARK,3,M,N,N,0,N,0
110512,LIGHT,LIGHT,3,F,N,N,0,N,0
115958,DARK,DARK,3,M,N,N,0,Y,0
13083,DARK,LIGHT,3,F,Y,N,0,N,0
13481,DARK,DARK,3,M,N,N,0,N,0
189788,LIGHT,DARK,3,F,Y,N,0,Y,0
211718,LIGHT,LIGHT,3,M,Y,N,0,Y,0
222553,LIGHT,LIGHT,3,M,Y,N,0,Y,0
227871,DARK,LIGHT,3,F,N,N,0,Y,0
227970,LIGHT,LIGHT,3,F,N,N,0,Y,0
228847,DARK,DARK,3,M,N,N,0,Y,0
230217,LIGHT,LIGHT,3,F,N,N,0,Y,0
236063,DARK,DARK,3,F,Y,N,0,Y,0
236277,DARK,DARK,3,M,N,N,0,N,0
26453,DARK,LIGHT,3,M,N,N,0,N,0
40692,DARK,DARK,3,F,Y,N,0,N,0
41719,DARK,LIGHT,3,F,N,N,0,N,0
44722,DARK,DARK,3,M,Y,N,0,N,0
44991,DARK,DARK,3,M,N,N,0,N,0
5594,DARK,DARK,3,M,N,N,0,N,0
7656,DARK,DARK,3,F,N,N,0,N,0
15245,LIGHT,LIGHT,3,M,Y,N,0,N,0
16007,DARK,DARK,3,M,Y,N,0,N,0
19724,LIGHT,LIGHT,3,M,N,N,0,Y,0
2027,LIGHT,LIGHT,3,F,N,N,0,N,0
228668,LIGHT,DARK,3,F,N,N,0,Y,0
231989,LIGHT,LIGHT,3,M,N,N,0,Y,0
232843,LIGHT,LIGHT,3,F,N,N,0,Y,0
234733,DARK,LIGHT,3,M,Y,N,0,Y,0
234794,DARK,LIGHT,3,F,N,N,0,Y,0
25990,LIGHT,LIGHT,3,F,N,N,0,N,0
30264,LIGHT,LIGHT,3,M,N,N,0,N,0
10790,DARK,LIGHT,3,F,N,N,0,N,0
18265,LIGHT,LIGHT,3,F,N,N,0,Y,0
224487,LIGHT,DARK,3,M,N,N,0,Y,0
229608,LIGHT,LIGHT,3,M,Y,N,0,Y,0
229939,DARK,DARK,3,M,N,N,0,Y,0
25361,DARK,DARK,3,F,Y,N,0,N,0
5544,LIGHT,LIGHT,3,M,N,N,0,N,0
6473,LIGHT,LIGHT,3,F,N,N,0,N,0
7152,DARK,DARK,3,M,N,N,0,N,0
7214,DARK,DARK,3,M,N,N,0,N,0
7987,DARK,DARK,3,M,N,N,0,N,0
95952,LIGHT,LIGHT,3,F,Y,N,0,N,0
222435,LIGHT,LIGHT,3,F,N,N,0,Y,0
223259,LIGHT,LIGHT,3,M,N,N,0,Y,0
224302,DARK,DARK,3,F,Y,N,0,Y,0
228689,LIGHT,DARK,3,F,N,N,0,Y,0
229097,LIGHT,LIGHT,3,M,N,N,0,Y,0
232309,DARK,DARK,3,M,Y,N,0,Y,0
237938,DARK,LIGHT,3,F,N,N,0,Y,0
27028,LIGHT,LIGHT,3,F,Y,N,0,N,0
5952,LIGHT,LIGHT,3,M,N,N,0,N,0
7990,DARK,DARK,3,M,N,N,0,N,0
8068,LIGHT,LIGHT,3,M,N,N,0,N,0
1469,DARK,LIGHT,3,F,N,N,0,N,0
17804,DARK,DARK,3,M,N,N,0,Y,0
21983,DARK,LIGHT,3,M,Y,N,0,N,0
222698,LIGHT,DARK,3,F,N,N,0,Y,0
230415,LIGHT,LIGHT,3,F,Y,N,0,Y,0
232280,LIGHT,DARK,3,F,N,N,0,Y,0
23586,DARK,DARK,3,F,N,N,0,N,0
8423,DARK,DARK,3,M,N,N,0,N,0
85246,DARK,DARK,3,M,N,N,0,N,0
9505,DARK,DARK,3,F,N,N,0,N,0
13024,LIGHT,LIGHT,3,F,Y,N,0,N,0
15706,DARK,DARK,3,M,Y,N,0,N,0
228932,LIGHT,LIGHT,3,M,N,N,0,Y,0
229036,LIGHT,LIGHT,3,M,N,N,0,Y,0
233894,DARK,DARK,3,M,N,N,0,Y,0
41782,LIGHT,LIGHT,3,M,Y,N,0,N,0
91574,LIGHT,LIGHT,3,M,Y,N,0,N,0
91713,LIGHT,LIGHT,3,F,Y,N,0,Y,0
10295,DARK,DARK,3,F,N,N,0,N,0
10395,DARK,LIGHT,3,F,N,N,0,N,0
106320,LIGHT,LIGHT,3,F,Y,N,0,N,0
110412,LIGHT,LIGHT,3,M,N,N,0,N,0
14226,DARK,DARK,3,F,Y,N,0,N,0
18155,LIGHT,LIGHT,3,F,Y,N,0,N,0
183235,DARK,DARK,3,F,N,N,0,Y,0
202184,LIGHT,DARK,3,F,N,N,0,Y,0
223524,DARK,LIGHT,3,F,Y,N,0,Y,0
227844,DARK,DARK,3,M,N,N,0,Y,0
228151,DARK,LIGHT,3,F,N,Y,0,Y,0
230716,DARK,DARK,3,F,N,N,0,Y,0
23826,DARK,DARK,3,M,N,N,0,N,0
43440,DARK,LIGHT,3,M,N,N,0,N,0
6826,DARK,LIGHT,3,M,Y,N,0,N,0
7446,DARK,LIGHT,3,M,N,N,0,N,0
8640,LIGHT,LIGHT,3,F,N,N,0,N,0
91633,DARK,LIGHT,3,M,Y,N,0,N,0
11533,LIGHT,LIGHT,3,M,Y,N,0,N,0
12622,DARK,DARK,3,F,Y,N,0,N,0
142481,LIGHT,LIGHT,3,F,Y,N,0,Y,0
16679,DARK,DARK,3,F,Y,N,0,N,0
219610,DARK,DARK,3,F,Y,N,0,Y,0
228776,DARK,LIGHT,3,F,N,N,0,Y,0
236738,DARK,DARK,3,F,N,N,0,Y,0
43909,DARK,DARK,3,M,N,N,0,N,0
6488,DARK,DARK,3,M,N,N,0,N,0
77842,LIGHT,LIGHT,3,M,Y,N,0,N,0
7862,DARK,DARK,3,M,N,N,0,N,0
8190,LIGHT,LIGHT,3,F,N,N,0,N,0
9541,DARK,DARK,3,F,N,N,0,N,0
12212,LIGHT,LIGHT,3,F,Y,N,0,N,0
13810,DARK,DARK,3,M,N,N,0,N,0
17993,LIGHT,LIGHT,3,M,N,N,0,N,0
194847,DARK,LIGHT,3,F,N,N,0,Y,0
219296,LIGHT,LIGHT,3,F,Y,N,0,Y,0
227512,DARK,DARK,3,M,N,N,0,Y,0
227939,LIGHT,LIGHT,3,M,N,N,0,Y,0
228781,LIGHT,LIGHT,3,M,N,N,0,Y,0
24560,LIGHT,LIGHT,3,F,N,N,0,N,0
5353,LIGHT,LIGHT,3,M,N,N,0,N,0
5891,DARK,DARK,3,F,N,N,0,N,0
6068,DARK,DARK,3,M,N,N,0,N,0
7307,LIGHT,LIGHT,3,M,N,N,0,N,0
224558,DARK,DARK,3,M,N,N,1,Y,0
227497,DARK,DARK,3,F,Y,N,1,Y,0
219447,DARK,LIGHT,3,M,Y,N,1,N,0
126258,LIGHT,LIGHT,3,M,Y,N,1,Y,0
156135,DARK,DARK,3,F,Y,N,1,Y,0
86210,DARK,DARK,3,F,Y,N,1,N,0
124592,LIGHT,LIGHT,4,M,N,N,0,N,0
2069,DARK,DARK,4,M,N,N,0,N,0
224178,DARK,DARK,4,F,Y,N,0,Y,0
226330,LIGHT,DARK,4,F,N,N,0,Y,0
234938,DARK,LIGHT,4,M,N,N,0,Y,0
27108,LIGHT,LIGHT,4,F,Y,N,0,N,0
7711,DARK,DARK,4,F,N,N,0,N,0
7762,DARK,DARK,4,F,N,N,0,Y,0
8304,DARK,LIGHT,4,M,N,N,0,N,0
10603,LIGHT,LIGHT,4,F,Y,N,0,N,0
125,DARK,DARK,4,M,N,N,0,N,0
15052,DARK,DARK,4,F,Y,N,0,N,0
1669,LIGHT,LIGHT,4,M,Y,N,0,N,0
187023,DARK,DARK,4,F,Y,N,0,Y,0
224357,DARK,DARK,4,M,N,N,0,Y,0
227295,DARK,LIGHT,4,M,Y,N,0,Y,0
236507,DARK,DARK,4,M,N,N,0,Y,0
238020,LIGHT,LIGHT,4,M,N,N,0,Y,0
27339,DARK,LIGHT,4,M,Y,N,0,N,0
5023,LIGHT,LIGHT,4,F,Y,N,0,N,0
6797,DARK,DARK,4,F,Y,N,0,N,0
100537,LIGHT,LIGHT,4,F,N,N,0,N,0
10114,DARK,DARK,4,F,N,N,0,N,0
